state,district,year,season,crop,area,production,yield
West Bengal,bardhaman,2000,kharif,maize,50.0,90.0,1.8
West Bengal,bardhaman,2000,kharif,mesta,126.0,720.0,5.714285714285714
West Bengal,bardhaman,2000,kharif,moong(green gram),6.0,4.0,0.6666666666666666
West Bengal,bardhaman,2000,kharif,other kharif pulses,14.0,10.0,0.7142857142857143
West Bengal,bardhaman,2000,kharif,soyabean,15.0,10.0,0.6666666666666666
West Bengal,bardhaman,2000,kharif,urad,303.0,120.0,0.39603960396039606
West Bengal,bardhaman,2000,rabi,gram,1360.0,1690.0,1.2426470588235294
West Bengal,bardhaman,2000,rabi,groundnut,1004.0,1496.0,1.4900398406374502
West Bengal,bardhaman,2000,rabi,horse-gram,13.0,6.0,0.46153846153846156
West Bengal,bardhaman,2000,rabi,khesari,876.0,1060.0,1.2100456621004567
West Bengal,bardhaman,2000,rabi,linseed,171.0,30.0,0.17543859649122806
West Bengal,bardhaman,2000,rabi,masoor,1469.0,2060.0,1.4023144996596324
West Bengal,bardhaman,2000,rabi,moong(green gram),20.0,11.0,0.55
West Bengal,bardhaman,2000,rabi,peas & beans (pulses),118.0,100.0,0.847457627118644
West Bengal,bardhaman,2000,rabi,rapeseed &mustard,49270.0,51920.0,1.0537852648670591
West Bengal,bardhaman,2000,rabi,safflower,18.0,6.0,0.3333333333333333
West Bengal,bardhaman,2000,rabi,urad,13.0,7.0,0.5384615384615384
West Bengal,bardhaman,2000,rabi,wheat,6310.0,15280.0,2.421553090332805
West Bengal,bardhaman,2000,summer,groundnut,357.0,523.0,1.464985994397759
West Bengal,bardhaman,2000,summer,moong(green gram),532.0,459.0,0.8627819548872181
West Bengal,bardhaman,2000,summer,rice,219769.0,839305.0,3.8190327116199283
West Bengal,bardhaman,2000,whole year,arecanut,108.0,313.0,2.8981481481481484
West Bengal,bardhaman,2000,whole year,coconut,1952.0,28460.2,14.580020491803278
West Bengal,bardhaman,2000,whole year,dry chillies,2236.0,2504.0,1.1198568872987478
West Bengal,bardhaman,2000,whole year,potato,42147.0,1114960.0,26.454077395781432
West Bengal,bardhaman,2000,whole year,sannhamp,112.0,638.0,5.696428571428571
West Bengal,bardhaman,2000,whole year,sesamum,5199.0,4126.0,0.7936141565685709
West Bengal,bardhaman,2000,whole year,sugarcane,373.0,23570.0,63.19034852546917
West Bengal,bardhaman,2000,whole year,turmeric,174.0,170.0,0.9770114942528736
West Bengal,bardhaman,2000,winter,rice,344094.0,698020.0,2.028573587449941
West Bengal,bardhaman,2001,autumn,rice,21097.0,55797.0,2.644783618523961
West Bengal,bardhaman,2001,kharif,arhar/tur,327.0,154.0,0.4709480122324159
West Bengal,bardhaman,2001,kharif,bajra,95.0,113.0,1.1894736842105262
West Bengal,bardhaman,2001,kharif,dry ginger,156.0,356.0,2.282051282051282
West Bengal,bardhaman,2001,kharif,groundnut,58.0,73.0,1.2586206896551724
West Bengal,bardhaman,2001,kharif,jute,18746.0,400934.0,21.38770937800064
West Bengal,bardhaman,2001,kharif,maize,6.0,11.0,1.8333333333333333
West Bengal,bardhaman,2001,kharif,moong(green gram),4.0,3.0,0.75
West Bengal,bardhaman,2001,kharif,other kharif pulses,10.0,7.0,0.7
West Bengal,bardhaman,2001,kharif,soyabean,10.0,6.0,0.6
West Bengal,bardhaman,2001,kharif,urad,1051.0,1227.0,1.1674595623215984
West Bengal,bardhaman,2001,rabi,barley,72.0,86.0,1.1944444444444444
West Bengal,bardhaman,2001,rabi,gram,951.0,538.0,0.5657202944269191
West Bengal,bardhaman,2001,rabi,groundnut,1691.0,2665.0,1.5759905381431105
West Bengal,bardhaman,2001,rabi,horse-gram,16.0,9.0,0.5625
West Bengal,bardhaman,2001,rabi,khesari,650.0,346.0,0.5323076923076923
West Bengal,bardhaman,2001,rabi,linseed,9.0,4.0,0.4444444444444444
West Bengal,bardhaman,2001,rabi,masoor,1133.0,667.0,0.588702559576346
West Bengal,bardhaman,2001,rabi,peas & beans (pulses),36.0,34.0,0.9444444444444444
West Bengal,bardhaman,2001,rabi,rapeseed &mustard,50273.0,37606.0,0.7480357249418177
West Bengal,bardhaman,2001,rabi,safflower,27.0,13.0,0.48148148148148145
West Bengal,bardhaman,2001,rabi,urad,10.0,6.0,0.6
West Bengal,bardhaman,2001,rabi,wheat,4865.0,11505.0,2.3648509763617676
West Bengal,bardhaman,2001,summer,groundnut,301.0,421.0,1.398671096345515
West Bengal,bardhaman,2001,summer,moong(green gram),643.0,540.0,0.8398133748055988
West Bengal,bardhaman,2001,summer,rice,218525.0,719603.0,3.2930008008237044
West Bengal,bardhaman,2001,whole year,arecanut,115.0,332.0,2.8869565217391306
West Bengal,bardhaman,2001,whole year,coconut,1960.0,28616.0,14.6
West Bengal,bardhaman,2001,whole year,dry chillies,2067.0,2193.0,1.060957910014514
West Bengal,bardhaman,2001,whole year,potato,40622.0,1217286.0,29.96617596376348
West Bengal,bardhaman,2001,whole year,sannhamp,95.0,732.0,7.705263157894737
West Bengal,bardhaman,2001,whole year,sesamum,5495.0,3723.0,0.6775250227479527
West Bengal,bardhaman,2001,whole year,sugarcane,762.0,50404.0,66.14698162729658
West Bengal,bardhaman,2001,whole year,turmeric,163.0,162.0,0.9938650306748467
West Bengal,bardhaman,2001,winter,rice,420467.0,1155222.0,2.7474736424023765
West Bengal,bardhaman,2002,autumn,dry chillies,732.0,640.0,0.8743169398907104
West Bengal,bardhaman,2002,autumn,rice,26341.0,76201.0,2.892866633764853
West Bengal,bardhaman,2002,kharif,arhar/tur,115.0,178.0,1.5478260869565217
West Bengal,bardhaman,2002,kharif,bajra,95.0,113.0,1.1894736842105262
West Bengal,bardhaman,2002,kharif,dry ginger,126.0,233.0,1.8492063492063493
West Bengal,bardhaman,2002,kharif,groundnut,49.0,62.0,1.2653061224489797
West Bengal,bardhaman,2002,kharif,jute,17756.0,326338.0,18.379026807839605
West Bengal,bardhaman,2002,kharif,maize,37.0,62.0,1.6756756756756757
West Bengal,bardhaman,2002,kharif,mesta,33.0,411.0,12.454545454545455
West Bengal,bardhaman,2002,kharif,moong(green gram),26.0,18.0,0.6923076923076923
West Bengal,bardhaman,2002,kharif,soyabean,10.0,8.0,0.8
West Bengal,bardhaman,2002,kharif,sunflower,75.0,79.0,1.0533333333333332
West Bengal,bardhaman,2002,kharif,urad,252.0,203.0,0.8055555555555556
West Bengal,bardhaman,2002,rabi,dry chillies,1614.0,1985.0,1.2298636926889714
West Bengal,bardhaman,2002,rabi,gram,743.0,603.0,0.8115746971736204
West Bengal,bardhaman,2002,rabi,groundnut,1414.0,2428.0,1.7171145685997171
West Bengal,bardhaman,2002,rabi,horse-gram,20.0,12.0,0.6
West Bengal,bardhaman,2002,rabi,khesari,388.0,344.0,0.8865979381443299
West Bengal,bardhaman,2002,rabi,masoor,904.0,964.0,1.0663716814159292
West Bengal,bardhaman,2002,rabi,moong(green gram),9.0,5.0,0.5555555555555556
West Bengal,bardhaman,2002,rabi,peas & beans (pulses),90.0,70.0,0.7777777777777778
West Bengal,bardhaman,2002,rabi,rapeseed &mustard,42206.0,36224.0,0.8582665971662796
West Bengal,bardhaman,2002,rabi,safflower,31.0,16.0,0.5161290322580645
West Bengal,bardhaman,2002,rabi,urad,17.0,10.0,0.5882352941176471
West Bengal,bardhaman,2002,rabi,wheat,4915.0,11110.0,2.2604272634791456
West Bengal,bardhaman,2002,summer,groundnut,223.0,320.0,1.4349775784753362
West Bengal,bardhaman,2002,summer,moong(green gram),9.0,13.0,1.4444444444444444
West Bengal,bardhaman,2002,summer,rice,216157.0,650283.0,3.00838279583821
West Bengal,bardhaman,2002,summer,sesamum,4501.0,3856.0,0.8566985114419018
West Bengal,bardhaman,2002,whole year,arecanut,120.0,360.0,3.0
West Bengal,bardhaman,2002,whole year,coconut,2125.0,36125.0,17.0
West Bengal,bardhaman,2002,whole year,sannhamp,104.0,749.0,7.201923076923077
West Bengal,bardhaman,2002,whole year,sugarcane,705.0,46733.0,66.28794326241135
West Bengal,bardhaman,2002,whole year,turmeric,215.0,258.0,1.2
West Bengal,bardhaman,2002,winter,potato,51290.0,1423077.0,27.745700916357965
West Bengal,bardhaman,2002,winter,rice,404986.0,1204889.0,2.975137412157457
West Bengal,bardhaman,2003,autumn,rice,18420.0,51773.0,2.8106948968512486
West Bengal,bardhaman,2003,kharif,arhar/tur,221.0,224.0,1.0135746606334841
West Bengal,bardhaman,2003,kharif,bajra,95.0,113.0,1.1894736842105262
West Bengal,bardhaman,2003,kharif,dry ginger,143.0,254.0,1.7762237762237763
West Bengal,bardhaman,2003,kharif,groundnut,47.0,60.0,1.2765957446808511
West Bengal,bardhaman,2003,kharif,jute,11750.0,215084.0,18.305021276595745
West Bengal,bardhaman,2003,kharif,maize,202.0,374.0,1.8514851485148516
West Bengal,bardhaman,2003,kharif,mesta,9.0,132.0,14.666666666666666
West Bengal,bardhaman,2003,kharif,moong(green gram),15.0,10.0,0.6666666666666666
West Bengal,bardhaman,2003,kharif,soyabean,10.0,8.0,0.8
West Bengal,bardhaman,2003,kharif,sunflower,147.0,122.0,0.8299319727891157
West Bengal,bardhaman,2003,kharif,urad,70.0,33.0,0.4714285714285714
West Bengal,bardhaman,2003,rabi,gram,978.0,643.0,0.6574642126789366
West Bengal,bardhaman,2003,rabi,groundnut,1417.0,3259.0,2.2999294283697953
West Bengal,bardhaman,2003,rabi,horse-gram,19.0,11.0,0.5789473684210527
West Bengal,bardhaman,2003,rabi,khesari,521.0,454.0,0.8714011516314779
West Bengal,bardhaman,2003,rabi,linseed,3.0,1.0,0.3333333333333333
West Bengal,bardhaman,2003,rabi,masoor,1206.0,810.0,0.6716417910447762
West Bengal,bardhaman,2003,rabi,moong(green gram),5.0,3.0,0.6
West Bengal,bardhaman,2003,rabi,peas & beans (pulses),106.0,121.0,1.1415094339622642
West Bengal,bardhaman,2003,rabi,rapeseed &mustard,46452.0,41867.0,0.9012959614225436
West Bengal,bardhaman,2003,rabi,safflower,23.0,16.0,0.6956521739130435
West Bengal,bardhaman,2003,rabi,urad,16.0,10.0,0.625
West Bengal,bardhaman,2003,rabi,wheat,5196.0,12716.0,2.4472671285604313
West Bengal,bardhaman,2003,summer,groundnut,303.0,382.0,1.2607260726072607
West Bengal,bardhaman,2003,summer,moong(green gram),87.0,47.0,0.5402298850574713
West Bengal,bardhaman,2003,summer,rice,215469.0,699200.0,3.2450143640152413
West Bengal,bardhaman,2003,whole year,arecanut,130.0,329.0,2.5307692307692307
West Bengal,bardhaman,2003,whole year,coconut,1657.0,31814.4,19.2
West Bengal,bardhaman,2003,whole year,dry chillies,2520.0,3349.0,1.328968253968254
West Bengal,bardhaman,2003,whole year,potato,45513.0,1235003.0,27.13517017115989
West Bengal,bardhaman,2003,whole year,sannhamp,100.0,676.0,6.76
West Bengal,bardhaman,2003,whole year,sesamum,11481.0,9722.0,0.8467903492727115
West Bengal,bardhaman,2003,whole year,sugarcane,709.0,48627.0,68.58533145275035
West Bengal,bardhaman,2003,whole year,turmeric,227.0,419.0,1.8458149779735682
West Bengal,bardhaman,2003,winter,rice,421645.0,1257087.0,2.981387185902833
West Bengal,bardhaman,2004,autumn,rice,17119.0,52128.0,3.0450376774344297
West Bengal,bardhaman,2004,kharif,dry ginger,128.0,226.0,1.765625
West Bengal,bardhaman,2004,kharif,jute,12459.0,222721.0,17.876314310939883
West Bengal,bardhaman,2004,kharif,maize,147.0,254.0,1.727891156462585
West Bengal,bardhaman,2004,kharif,mesta,88.0,46.0,0.5227272727272727
West Bengal,bardhaman,2004,kharif,soyabean,3.0,2.0,0.6666666666666666
West Bengal,bardhaman,2004,kharif,sunflower,59.0,63.0,1.0677966101694916
West Bengal,bardhaman,2004,kharif,urad,111.0,155.0,1.3963963963963963
West Bengal,bardhaman,2004,rabi,gram,170.0,90.0,0.5294117647058824
West Bengal,bardhaman,2004,rabi,horse-gram,63.0,43.0,0.6825396825396826
West Bengal,bardhaman,2004,rabi,khesari,116.0,145.0,1.25
West Bengal,bardhaman,2004,rabi,linseed,46.0,13.0,0.2826086956521739
West Bengal,bardhaman,2004,rabi,masoor,1041.0,863.0,0.8290105667627281
West Bengal,bardhaman,2004,rabi,peas & beans (pulses),2.0,2.0,1.0
West Bengal,bardhaman,2004,rabi,rapeseed &mustard,46468.0,31031.0,0.6677928897305673
West Bengal,bardhaman,2004,rabi,safflower,20.0,13.0,0.65
West Bengal,bardhaman,2004,rabi,urad,10.0,6.0,0.6
West Bengal,bardhaman,2004,rabi,wheat,4922.0,10115.0,2.0550589191385615
West Bengal,bardhaman,2004,summer,moong(green gram),11.0,4.0,0.36363636363636365
West Bengal,bardhaman,2004,summer,rice,200398.0,609379.0,3.0408437209952197
West Bengal,bardhaman,2004,whole year,coconut,1270.0,20510.5,16.15
West Bengal,bardhaman,2004,whole year,dry chillies,2375.0,3254.0,1.3701052631578947
West Bengal,bardhaman,2004,whole year,groundnut,1810.0,3619.0,1.9994475138121548
West Bengal,bardhaman,2004,whole year,potato,42413.0,1132542.0,26.702709075047746
West Bengal,bardhaman,2004,whole year,sannhamp,103.0,734.0,7.12621359223301
West Bengal,bardhaman,2004,whole year,sesamum,7748.0,6042.0,0.7798141455859576
West Bengal,bardhaman,2004,whole year,sugarcane,740.0,39469.0,53.336486486486486
West Bengal,bardhaman,2004,whole year,turmeric,230.0,463.0,2.0130434782608697
West Bengal,bardhaman,2004,winter,rice,416657.0,1231421.0,2.955478967112037
West Bengal,bardhaman,2005,autumn,rice,14641.0,44609.0,3.046854723038044
West Bengal,bardhaman,2005,kharif,cotton(lint),10.0,26.0,2.6
West Bengal,bardhaman,2005,kharif,dry ginger,148.0,279.0,1.885135135135135
West Bengal,bardhaman,2005,kharif,jute,15368.0,282366.0,18.37363352420614
West Bengal,bardhaman,2005,kharif,maize,282.0,523.0,1.8546099290780143
West Bengal,bardhaman,2005,kharif,mesta,1.0,10.0,10.0
West Bengal,bardhaman,2005,kharif,moong(green gram),80.0,54.0,0.675
West Bengal,bardhaman,2005,kharif,soyabean,18.0,13.0,0.7222222222222222
West Bengal,bardhaman,2005,kharif,sunflower,135.0,249.0,1.8444444444444446
West Bengal,bardhaman,2005,kharif,urad,157.0,154.0,0.9808917197452229
West Bengal,bardhaman,2005,rabi,arhar/tur,24.0,19.0,0.7916666666666666
West Bengal,bardhaman,2005,rabi,gram,84.0,59.0,0.7023809523809523
West Bengal,bardhaman,2005,rabi,horse-gram,37.0,19.0,0.5135135135135135
West Bengal,bardhaman,2005,rabi,khesari,213.0,196.0,0.92018779342723
West Bengal,bardhaman,2005,rabi,linseed,4.0,1.0,0.25
West Bengal,bardhaman,2005,rabi,masoor,654.0,614.0,0.9388379204892966
West Bengal,bardhaman,2005,rabi,peas & beans (pulses),15.0,3.0,0.2
West Bengal,bardhaman,2005,rabi,rapeseed &mustard,29182.0,27536.0,0.9435953670070591
West Bengal,bardhaman,2005,rabi,safflower,19.0,13.0,0.6842105263157895
West Bengal,bardhaman,2005,rabi,urad,7.0,4.0,0.5714285714285714
West Bengal,bardhaman,2005,rabi,wheat,2204.0,4846.0,2.1987295825771325
West Bengal,bardhaman,2005,summer,rice,207192.0,558393.0,2.6950509672188114
West Bengal,bardhaman,2005,whole year,arecanut,126.0,357.0,2.8333333333333335
West Bengal,bardhaman,2005,whole year,coconut,1270.0,19018.0,14.974803149606299
West Bengal,bardhaman,2005,whole year,dry chillies,2583.0,3651.0,1.413472706155633
West Bengal,bardhaman,2005,whole year,groundnut,1852.0,3765.0,2.0329373650107994
West Bengal,bardhaman,2005,whole year,potato,43351.0,921168.0,21.249059998615948
West Bengal,bardhaman,2005,whole year,sannhamp,48.0,359.0,7.479166666666667
West Bengal,bardhaman,2005,whole year,sesamum,10859.0,10549.0,0.9714522515885441
West Bengal,bardhaman,2005,whole year,sugarcane,462.0,32611.0,70.58658008658008
West Bengal,bardhaman,2005,whole year,turmeric,225.0,481.0,2.137777777777778
West Bengal,bardhaman,2005,winter,rice,417180.0,1365492.0,3.273148281317417
West Bengal,bardhaman,2006,autumn,rice,13530.0,43731.0,3.232150776053215
West Bengal,bardhaman,2006,kharif,cotton(lint),250.0,750.0,3.0
West Bengal,bardhaman,2006,kharif,dry ginger,176.0,326.0,1.8522727272727273
West Bengal,bardhaman,2006,kharif,jute,13800.0,229588.0,16.6368115942029
West Bengal,bardhaman,2006,kharif,maize,308.0,787.0,2.5551948051948052
West Bengal,bardhaman,2006,kharif,mesta,5.0,51.0,10.2
West Bengal,bardhaman,2006,kharif,moong(green gram),40.0,20.0,0.5
West Bengal,bardhaman,2006,kharif,other kharif pulses,35.0,16.0,0.45714285714285713
West Bengal,bardhaman,2006,kharif,soyabean,11.0,9.0,0.8181818181818182
West Bengal,bardhaman,2006,kharif,sunflower,22.0,33.0,1.5
West Bengal,bardhaman,2006,kharif,urad,91.0,71.0,0.7802197802197802
West Bengal,bardhaman,2006,rabi,gram,350.0,221.0,0.6314285714285715
West Bengal,bardhaman,2006,rabi,horse-gram,35.0,21.0,0.6
West Bengal,bardhaman,2006,rabi,khesari,568.0,241.0,0.4242957746478873
West Bengal,bardhaman,2006,rabi,masoor,2110.0,640.0,0.3033175355450237
West Bengal,bardhaman,2006,rabi,peas & beans (pulses),161.0,99.0,0.6149068322981367
West Bengal,bardhaman,2006,rabi,rapeseed &mustard,28933.0,21334.0,0.7373587253309369
West Bengal,bardhaman,2006,rabi,safflower,14.0,9.0,0.6428571428571429
West Bengal,bardhaman,2006,rabi,urad,6.0,5.0,0.8333333333333334
West Bengal,bardhaman,2006,rabi,wheat,2560.0,5832.0,2.278125
West Bengal,bardhaman,2006,summer,moong(green gram),21.0,14.0,0.6666666666666666
West Bengal,bardhaman,2006,summer,rice,209769.0,721948.0,3.4416334158050046
West Bengal,bardhaman,2006,whole year,arecanut,146.0,383.0,2.6232876712328768
West Bengal,bardhaman,2006,whole year,dry chillies,2472.0,3551.0,1.4364886731391586
West Bengal,bardhaman,2006,whole year,groundnut,2040.0,3885.0,1.9044117647058822
West Bengal,bardhaman,2006,whole year,potato,59443.0,845521.0,14.224063388456168
West Bengal,bardhaman,2006,whole year,sannhamp,47.0,334.0,7.1063829787234045
West Bengal,bardhaman,2006,whole year,sesamum,25459.0,21420.0,0.8413527632664284
West Bengal,bardhaman,2006,whole year,sugarcane,2820.0,227325.0,80.61170212765957
West Bengal,bardhaman,2006,whole year,turmeric,298.0,671.0,2.251677852348993
West Bengal,bardhaman,2006,winter,rice,419514.0,1201310.0,2.863575470663673
West Bengal,bardhaman,2007,autumn,rice,17567.0,51880.0,2.9532646439346504
West Bengal,bardhaman,2007,autumn,sesamum,21.0,12.0,0.5714285714285714
West Bengal,bardhaman,2007,kharif,cotton(lint),950.0,1108.0,1.1663157894736842
West Bengal,bardhaman,2007,kharif,dry ginger,181.0,346.0,1.9116022099447514
West Bengal,bardhaman,2007,kharif,garlic,50.0,580.0,11.6
West Bengal,bardhaman,2007,kharif,groundnut,135.0,162.0,1.2
West Bengal,bardhaman,2007,kharif,jute,11074.0,157180.0,14.193606646198303
West Bengal,bardhaman,2007,kharif,moong(green gram),35.0,16.0,0.45714285714285713
West Bengal,bardhaman,2007,kharif,other kharif pulses,33.0,16.0,0.48484848484848486
West Bengal,bardhaman,2007,kharif,sannhamp,37.0,275.0,7.4324324324324325
West Bengal,bardhaman,2007,kharif,soyabean,12.0,11.0,0.9166666666666666
West Bengal,bardhaman,2007,kharif,sunflower,31.0,57.0,1.8387096774193548
West Bengal,bardhaman,2007,kharif,urad,257.0,231.0,0.8988326848249028
West Bengal,bardhaman,2007,rabi,arhar/tur,22.0,10.0,0.45454545454545453
West Bengal,bardhaman,2007,rabi,gram,54.0,50.0,0.9259259259259259
West Bengal,bardhaman,2007,rabi,groundnut,1725.0,3693.0,2.1408695652173915
West Bengal,bardhaman,2007,rabi,horse-gram,20.0,12.0,0.6
West Bengal,bardhaman,2007,rabi,khesari,284.0,60.0,0.2112676056338028
West Bengal,bardhaman,2007,rabi,linseed,19.0,3.0,0.15789473684210525
West Bengal,bardhaman,2007,rabi,maize,178.0,540.0,3.033707865168539
West Bengal,bardhaman,2007,rabi,masoor,752.0,357.0,0.4747340425531915
West Bengal,bardhaman,2007,rabi,peas & beans (pulses),22.0,16.0,0.7272727272727273
West Bengal,bardhaman,2007,rabi,rapeseed &mustard,25630.0,21795.0,0.850370659383535
West Bengal,bardhaman,2007,rabi,safflower,11.0,6.0,0.5454545454545454
West Bengal,bardhaman,2007,rabi,wheat,2216.0,6022.0,2.717509025270758
West Bengal,bardhaman,2007,summer,groundnut,239.0,395.0,1.6527196652719665
West Bengal,bardhaman,2007,summer,maize,158.0,362.0,2.2911392405063293
West Bengal,bardhaman,2007,summer,moong(green gram),27.0,25.0,0.9259259259259259
West Bengal,bardhaman,2007,summer,rice,203741.0,679998.0,3.3375609229364733
West Bengal,bardhaman,2007,summer,sesamum,22793.0,16698.0,0.7325933400605449
West Bengal,bardhaman,2007,whole year,arecanut,209.0,383.0,1.832535885167464
West Bengal,bardhaman,2007,whole year,dry chillies,2462.0,3551.0,1.442323314378554
West Bengal,bardhaman,2007,whole year,potato,54359.0,1332880.0,24.519950698136462
West Bengal,bardhaman,2007,whole year,sugarcane,817.0,56150.0,68.72705018359854
West Bengal,bardhaman,2007,whole year,turmeric,291.0,672.0,2.3092783505154637
West Bengal,bardhaman,2007,winter,rice,414468.0,1126762.0,2.718574172191822
West Bengal,bardhaman,2008,autumn,rice,15358.0,44529.0,2.8994009636671443
West Bengal,bardhaman,2008,autumn,sesamum,5.0,3.0,0.6
West Bengal,bardhaman,2008,kharif,cotton(lint),204.0,204.0,1.0
West Bengal,bardhaman,2008,kharif,dry ginger,181.0,346.0,1.9116022099447514
West Bengal,bardhaman,2008,kharif,groundnut,61.0,76.0,1.2459016393442623
West Bengal,bardhaman,2008,kharif,jute,10832.0,167653.0,15.477566469719351
West Bengal,bardhaman,2008,kharif,mesta,6.0,55.0,9.166666666666666
West Bengal,bardhaman,2008,kharif,moong(green gram),35.0,19.0,0.5428571428571428
West Bengal,bardhaman,2008,kharif,other kharif pulses,35.0,17.0,0.4857142857142857
West Bengal,bardhaman,2008,kharif,sannhamp,40.0,297.0,7.425
West Bengal,bardhaman,2008,kharif,soyabean,11.0,10.0,0.9090909090909091
West Bengal,bardhaman,2008,kharif,sunflower,113.0,170.0,1.5044247787610618
West Bengal,bardhaman,2008,kharif,urad,301.0,235.0,0.7807308970099668
West Bengal,bardhaman,2008,rabi,gram,62.0,66.0,1.064516129032258
West Bengal,bardhaman,2008,rabi,groundnut,1775.0,3534.0,1.9909859154929577
West Bengal,bardhaman,2008,rabi,khesari,502.0,130.0,0.2589641434262948
West Bengal,bardhaman,2008,rabi,linseed,225.0,30.0,0.13333333333333333
West Bengal,bardhaman,2008,rabi,maize,205.0,441.0,2.151219512195122
West Bengal,bardhaman,2008,rabi,masoor,1717.0,977.0,0.569015725101922
West Bengal,bardhaman,2008,rabi,moong(green gram),3.0,1.0,0.3333333333333333
West Bengal,bardhaman,2008,rabi,peas & beans (pulses),80.0,61.0,0.7625
West Bengal,bardhaman,2008,rabi,rapeseed &mustard,27097.0,19885.0,0.7338450751005646
West Bengal,bardhaman,2008,rabi,wheat,2006.0,4667.0,2.326520438683948
West Bengal,bardhaman,2008,summer,groundnut,339.0,464.0,1.368731563421829
West Bengal,bardhaman,2008,summer,maize,275.0,669.0,2.4327272727272726
West Bengal,bardhaman,2008,summer,moong(green gram),1.0,1.0,1.0
West Bengal,bardhaman,2008,summer,rice,233697.0,661427.0,2.8302759556177444
West Bengal,bardhaman,2008,summer,sesamum,20199.0,9726.0,0.4815089855933462
West Bengal,bardhaman,2008,whole year,arecanut,209.0,383.0,1.832535885167464
West Bengal,bardhaman,2008,whole year,coconut,2683.0,30922.0,11.52515840477078
West Bengal,bardhaman,2008,whole year,dry chillies,2361.0,3551.0,1.504023718763236
West Bengal,bardhaman,2008,whole year,potato,55655.0,495783.0,8.908148414338335
West Bengal,bardhaman,2008,whole year,sugarcane,636.0,47193.0,74.20283018867924
West Bengal,bardhaman,2008,whole year,turmeric,291.0,672.0,2.3092783505154637
West Bengal,bardhaman,2008,winter,rice,417486.0,1170211.0,2.8029945914354015
West Bengal,bardhaman,2009,autumn,groundnut,86.0,99.0,1.1511627906976745
West Bengal,bardhaman,2009,autumn,rice,12066.0,35141.0,2.9123984750538705
West Bengal,bardhaman,2009,kharif,cotton(lint),48.0,48.0,1.0
West Bengal,bardhaman,2009,kharif,jute,12732.0,219191.0,17.215755576500158
West Bengal,bardhaman,2009,kharif,mesta,5.0,58.0,11.6
West Bengal,bardhaman,2009,kharif,moong(green gram),28.0,15.0,0.5357142857142857
West Bengal,bardhaman,2009,kharif,other kharif pulses,11.0,5.0,0.45454545454545453
West Bengal,bardhaman,2009,kharif,sannhamp,39.0,309.0,7.923076923076923
West Bengal,bardhaman,2009,kharif,soyabean,22.0,17.0,0.7727272727272727
West Bengal,bardhaman,2009,kharif,sunflower,49.0,71.0,1.4489795918367347
West Bengal,bardhaman,2009,kharif,urad,26.0,16.0,0.6153846153846154
West Bengal,bardhaman,2009,rabi,arhar/tur,12.0,3.0,0.25
West Bengal,bardhaman,2009,rabi,gram,54.0,33.0,0.6111111111111112
West Bengal,bardhaman,2009,rabi,groundnut,20.0,31.0,1.55
West Bengal,bardhaman,2009,rabi,khesari,185.0,121.0,0.654054054054054
West Bengal,bardhaman,2009,rabi,linseed,18.0,4.0,0.2222222222222222
West Bengal,bardhaman,2009,rabi,maize,206.0,453.0,2.1990291262135924
West Bengal,bardhaman,2009,rabi,masoor,1377.0,998.0,0.7247639796659404
West Bengal,bardhaman,2009,rabi,moong(green gram),2.0,1.0,0.5
West Bengal,bardhaman,2009,rabi,peas & beans (pulses),197.0,247.0,1.2538071065989849
West Bengal,bardhaman,2009,rabi,potato,55166.0,2268242.0,41.11666606242976
West Bengal,bardhaman,2009,rabi,rapeseed &mustard,25480.0,24067.0,0.9445447409733124
West Bengal,bardhaman,2009,rabi,safflower,2.0,1.0,0.5
West Bengal,bardhaman,2009,rabi,wheat,1583.0,3867.0,2.442830069488313
West Bengal,bardhaman,2009,summer,groundnut,415.0,584.0,1.4072289156626505
West Bengal,bardhaman,2009,summer,maize,190.0,399.0,2.1
West Bengal,bardhaman,2009,summer,moong(green gram),22.0,14.0,0.6363636363636364
West Bengal,bardhaman,2009,summer,rice,230750.0,744206.0,3.2251614301191767
West Bengal,bardhaman,2009,summer,sesamum,18552.0,13119.0,0.7071474773609314
West Bengal,bardhaman,2009,whole year,sugarcane,1070.0,86488.0,80.82990654205608
West Bengal,bardhaman,2009,winter,rice,429698.0,1271906.0,2.9599998138227313
West Bengal,bardhaman,2010,autumn,groundnut,60.0,60.0,1.0
West Bengal,bardhaman,2010,autumn,rice,9285.0,26478.0,2.851696284329564
West Bengal,bardhaman,2010,kharif,horse-gram,5.0,3.0,0.6
West Bengal,bardhaman,2010,kharif,jute,12620.0,265651.0,21.05
West Bengal,bardhaman,2010,kharif,mesta,162.0,44.0,0.2716049382716049
West Bengal,bardhaman,2010,kharif,moong(green gram),21.0,13.0,0.6190476190476191
West Bengal,bardhaman,2010,kharif,sannhamp,31.0,169.0,5.451612903225806
West Bengal,bardhaman,2010,kharif,soyabean,5.0,4.0,0.8
West Bengal,bardhaman,2010,kharif,sunflower,45.0,78.0,1.7333333333333334
West Bengal,bardhaman,2010,kharif,urad,139.0,24.0,0.17266187050359713
West Bengal,bardhaman,2010,rabi,arhar/tur,18.0,16.0,0.8888888888888888
West Bengal,bardhaman,2010,rabi,gram,55.0,95.0,1.7272727272727273
West Bengal,bardhaman,2010,rabi,groundnut,1761.0,3714.0,2.1090289608177173
