state,district,year,season,crop,area,production,yield
West Bengal,howrah,2011,summer,maize,87.0,103.0,1.1839080459770115
West Bengal,howrah,2011,summer,moong(green gram),782.0,721.0,0.921994884910486
West Bengal,howrah,2011,summer,rice,40966.0,130799.0,3.19286725577308
West Bengal,howrah,2011,summer,sesamum,1985.0,2544.0,1.2816120906801007
West Bengal,howrah,2011,whole year,sugarcane,61.0,5226.0,85.67213114754098
West Bengal,howrah,2011,winter,rice,65000.0,93485.0,1.4382307692307692
West Bengal,howrah,2012,autumn,rice,1662.0,5378.0,3.235860409145608
West Bengal,howrah,2012,kharif,cotton(lint),58.0,73.0,1.2586206896551724
West Bengal,howrah,2012,kharif,jute,2369.0,43188.0,18.230476994512454
West Bengal,howrah,2012,kharif,sunflower,178.0,201.0,1.1292134831460674
West Bengal,howrah,2012,rabi,khesari,611.0,936.0,1.5319148936170213
West Bengal,howrah,2012,rabi,peas & beans (pulses),36.0,42.0,1.1666666666666667
West Bengal,howrah,2012,rabi,potato,7780.0,247916.0,31.865809768637533
West Bengal,howrah,2012,rabi,rapeseed &mustard,939.0,814.0,0.8668796592119276
West Bengal,howrah,2012,rabi,wheat,99.0,278.0,2.808080808080808
West Bengal,howrah,2012,summer,groundnut,5308.0,15508.0,2.921627731725697
West Bengal,howrah,2012,summer,maize,87.0,115.0,1.3218390804597702
West Bengal,howrah,2012,summer,moong(green gram),1002.0,618.0,0.6167664670658682
West Bengal,howrah,2012,summer,rice,42165.0,129584.0,3.0732598126408157
West Bengal,howrah,2012,summer,sesamum,1461.0,1465.0,1.002737850787132
West Bengal,howrah,2012,whole year,sugarcane,40.0,4053.0,101.325
West Bengal,howrah,2012,winter,rice,67380.0,151869.0,2.2539180765805877
West Bengal,howrah,2013,autumn,rice,1572.0,4660.0,2.964376590330789
West Bengal,howrah,2013,kharif,jute,1877.0,40819.0,21.74693660095898
West Bengal,howrah,2013,kharif,moong(green gram),90.0,83.0,0.9222222222222223
West Bengal,howrah,2013,kharif,sunflower,183.0,207.0,1.1311475409836065
West Bengal,howrah,2013,rabi,khesari,727.0,1130.0,1.5543328748280605
West Bengal,howrah,2013,rabi,masoor,13.0,11.0,0.8461538461538461
West Bengal,howrah,2013,rabi,peas & beans (pulses),39.0,45.0,1.1538461538461537
West Bengal,howrah,2013,rabi,potato,7587.0,247444.0,32.61420851456439
West Bengal,howrah,2013,rabi,rapeseed &mustard,1249.0,1434.0,1.1481184947958367
West Bengal,howrah,2013,rabi,wheat,82.0,198.0,2.4146341463414633
West Bengal,howrah,2013,summer,groundnut,5428.0,16019.0,2.9511790714812087
West Bengal,howrah,2013,summer,maize,87.0,108.0,1.2413793103448276
West Bengal,howrah,2013,summer,moong(green gram),1064.0,830.0,0.7800751879699248
West Bengal,howrah,2013,summer,rice,42709.0,128178.0,3.0011941277014214
West Bengal,howrah,2013,summer,sesamum,1489.0,1121.0,0.7528542646071189
West Bengal,howrah,2013,winter,rice,64360.0,142291.0,2.21086078309509
West Bengal,howrah,2014,autumn,rice,2836.0,8287.0,2.9220733427362484
West Bengal,howrah,2014,kharif,jute,2237.0,39378.0,17.603039785426912
West Bengal,howrah,2014,kharif,moong(green gram),105.0,110.0,1.0476190476190477
West Bengal,howrah,2014,kharif,sunflower,176.0,199.0,1.1306818181818181
West Bengal,howrah,2014,rabi,khesari,920.0,788.0,0.8565217391304348
West Bengal,howrah,2014,rabi,masoor,21.0,16.0,0.7619047619047619
West Bengal,howrah,2014,rabi,peas & beans (pulses),35.0,42.0,1.2
West Bengal,howrah,2014,rabi,potato,8648.0,293313.0,33.91685938945421
West Bengal,howrah,2014,rabi,rapeseed &mustard,1232.0,1148.0,0.9318181818181818
West Bengal,howrah,2014,rabi,wheat,106.0,276.0,2.6037735849056602
West Bengal,howrah,2014,summer,groundnut,6103.0,13208.0,2.1641815500573487
West Bengal,howrah,2014,summer,maize,88.0,112.0,1.2727272727272727
West Bengal,howrah,2014,summer,moong(green gram),777.0,847.0,1.09009009009009
West Bengal,howrah,2014,summer,rice,43456.0,135474.0,3.1174981590574373
West Bengal,howrah,2014,summer,sesamum,2265.0,2254.0,0.9951434878587196
West Bengal,howrah,2014,whole year,sugarcane,2.0,186.0,93.0
West Bengal,howrah,2014,winter,rice,71064.0,176630.0,2.4855060227400654
West Bengal,jalpaiguri,1997,autumn,ragi,520.0,598.0,1.15
West Bengal,jalpaiguri,1997,autumn,rice,61579.0,64020.0,1.039640137059712
West Bengal,jalpaiguri,1997,kharif,horse-gram,99.0,53.0,0.5353535353535354
West Bengal,jalpaiguri,1997,kharif,jute,49715.0,395720.0,7.959770692949814
West Bengal,jalpaiguri,1997,kharif,mesta,685.0,4650.0,6.788321167883212
West Bengal,jalpaiguri,1997,kharif,moong(green gram),70.0,43.0,0.6142857142857143
West Bengal,jalpaiguri,1997,kharif,urad,2716.0,1600.0,0.5891016200294551
West Bengal,jalpaiguri,1997,rabi,khesari,1451.0,1210.0,0.833907649896623
West Bengal,jalpaiguri,1997,rabi,masoor,1024.0,560.0,0.546875
West Bengal,jalpaiguri,1997,rabi,moong(green gram),15.0,11.0,0.7333333333333333
West Bengal,jalpaiguri,1997,rabi,oilseeds total,1250800.0,561400.0,0.4488327470418932
West Bengal,jalpaiguri,1997,rabi,urad,760.0,456.0,0.6
West Bengal,jalpaiguri,1997,rabi,wheat,23335.0,40370.0,1.7300192843368332
West Bengal,jalpaiguri,1997,summer,rice,4485.0,12890.0,2.8740245261984394
West Bengal,jalpaiguri,1997,whole year,arecanut,2070.0,2122.0,1.0251207729468599
West Bengal,jalpaiguri,1997,whole year,arhar/tur,8.0,10.0,1.25
West Bengal,jalpaiguri,1997,whole year,barley,5.0,3.0,0.6
West Bengal,jalpaiguri,1997,whole year,coconut,1130.0,15255.0,13.5
West Bengal,jalpaiguri,1997,whole year,dry chillies,5917.0,5270.0,0.8906540476592868
West Bengal,jalpaiguri,1997,whole year,groundnut,199.0,291.0,1.4623115577889447
West Bengal,jalpaiguri,1997,whole year,linseed,2109.0,540.0,0.25604551920341395
West Bengal,jalpaiguri,1997,whole year,maize,2224.0,5170.0,2.324640287769784
West Bengal,jalpaiguri,1997,whole year,niger seed,990.0,594.0,0.6
West Bengal,jalpaiguri,1997,whole year,potato,12558.0,238866.0,19.021022455805063
West Bengal,jalpaiguri,1997,whole year,pulses total,669400.0,437300.0,0.653271586495369
West Bengal,jalpaiguri,1997,whole year,rapeseed &mustard,7990.0,3480.0,0.4355444305381727
West Bengal,jalpaiguri,1997,whole year,sesamum,1220.0,709.0,0.5811475409836065
West Bengal,jalpaiguri,1997,whole year,small millets,224.0,161.0,0.71875
West Bengal,jalpaiguri,1997,whole year,sugarcane,329.0,24610.0,74.80243161094225
West Bengal,jalpaiguri,1997,whole year,turmeric,1176.0,1589.0,1.3511904761904763
West Bengal,jalpaiguri,1997,winter,rice,178783.0,233560.0,1.306388191270982
West Bengal,jalpaiguri,1998,autumn,rice,63232.0,75340.0,1.1914853238866396
West Bengal,jalpaiguri,1998,kharif,dry ginger,1320.0,2251.0,1.7053030303030303
West Bengal,jalpaiguri,1998,kharif,jute,45775.0,394880.0,8.626542872747132
West Bengal,jalpaiguri,1998,kharif,maize,1935.0,6980.0,3.607235142118863
West Bengal,jalpaiguri,1998,kharif,mesta,1637.0,14850.0,9.071472205253512
West Bengal,jalpaiguri,1998,kharif,niger seed,3384.0,2030.0,0.5998817966903073
West Bengal,jalpaiguri,1998,kharif,ragi,525.0,606.0,1.1542857142857144
West Bengal,jalpaiguri,1998,kharif,urad,2271.0,680.0,0.2994275649493615
West Bengal,jalpaiguri,1998,rabi,barley,833.0,670.0,0.8043217286914766
West Bengal,jalpaiguri,1998,rabi,gram,42.0,30.0,0.7142857142857143
West Bengal,jalpaiguri,1998,rabi,horse-gram,100.0,50.0,0.5
West Bengal,jalpaiguri,1998,rabi,khesari,421.0,190.0,0.4513064133016627
West Bengal,jalpaiguri,1998,rabi,linseed,840.0,260.0,0.30952380952380953
West Bengal,jalpaiguri,1998,rabi,masoor,1236.0,510.0,0.41262135922330095
West Bengal,jalpaiguri,1998,rabi,moong(green gram),50.0,37.0,0.74
West Bengal,jalpaiguri,1998,rabi,peas & beans (pulses),182.0,130.0,0.7142857142857143
West Bengal,jalpaiguri,1998,rabi,rapeseed &mustard,7677.0,4460.0,0.5809561026442621
West Bengal,jalpaiguri,1998,rabi,small millets,270.0,201.0,0.7444444444444445
West Bengal,jalpaiguri,1998,rabi,urad,1650.0,1040.0,0.6303030303030303
West Bengal,jalpaiguri,1998,rabi,wheat,25540.0,38910.0,1.5234925606891152
West Bengal,jalpaiguri,1998,summer,rice,6565.0,19154.0,2.9175932977913175
West Bengal,jalpaiguri,1998,whole year,arecanut,2080.0,2184.0,1.05
West Bengal,jalpaiguri,1998,whole year,coconut,1135.0,15663.0,13.8
West Bengal,jalpaiguri,1998,whole year,dry chillies,6050.0,5504.0,0.9097520661157025
West Bengal,jalpaiguri,1998,whole year,groundnut,194.0,286.0,1.4742268041237114
West Bengal,jalpaiguri,1998,whole year,potato,14456.0,258778.0,17.901079136690647
West Bengal,jalpaiguri,1998,whole year,sesamum,1246.0,667.0,0.5353130016051364
West Bengal,jalpaiguri,1998,whole year,sugarcane,382.0,29400.0,76.96335078534031
West Bengal,jalpaiguri,1998,whole year,turmeric,1180.0,1599.0,1.3550847457627118
West Bengal,jalpaiguri,1998,winter,rice,176434.0,191660.0,1.0862985592346146
West Bengal,jalpaiguri,1999,autumn,dry chillies,2155.0,1961.0,0.9099767981438515
West Bengal,jalpaiguri,1999,autumn,rice,62635.0,101550.0,1.6212979963279317
West Bengal,jalpaiguri,1999,kharif,arhar/tur,19.0,15.0,0.7894736842105263
West Bengal,jalpaiguri,1999,kharif,dry ginger,1415.0,2448.0,1.7300353356890459
West Bengal,jalpaiguri,1999,kharif,jute,47709.0,403150.0,8.450187595631851
West Bengal,jalpaiguri,1999,kharif,maize,1462.0,3030.0,2.0725034199726404
West Bengal,jalpaiguri,1999,kharif,mesta,1217.0,9280.0,7.625308134757601
West Bengal,jalpaiguri,1999,kharif,niger seed,1325.0,822.0,0.6203773584905661
West Bengal,jalpaiguri,1999,kharif,ragi,520.0,567.0,1.0903846153846153
West Bengal,jalpaiguri,1999,kharif,urad,2480.0,927.0,0.37379032258064515
West Bengal,jalpaiguri,1999,rabi,barley,813.0,812.0,0.998769987699877
West Bengal,jalpaiguri,1999,rabi,dry chillies,3925.0,3611.0,0.92
West Bengal,jalpaiguri,1999,rabi,horse-gram,30.0,12.0,0.4
West Bengal,jalpaiguri,1999,rabi,khesari,613.0,729.0,1.1892332789559543
West Bengal,jalpaiguri,1999,rabi,linseed,1059.0,316.0,0.2983947119924457
West Bengal,jalpaiguri,1999,rabi,masoor,1088.0,624.0,0.5735294117647058
West Bengal,jalpaiguri,1999,rabi,moong(green gram),50.0,37.0,0.74
West Bengal,jalpaiguri,1999,rabi,peas & beans (pulses),39.0,37.0,0.9487179487179487
West Bengal,jalpaiguri,1999,rabi,rapeseed &mustard,7386.0,4047.0,0.5479285134037368
West Bengal,jalpaiguri,1999,rabi,small millets,385.0,275.0,0.7142857142857143
West Bengal,jalpaiguri,1999,rabi,urad,1650.0,1040.0,0.6303030303030303
West Bengal,jalpaiguri,1999,rabi,wheat,25253.0,51873.0,2.0541321823149725
West Bengal,jalpaiguri,1999,summer,groundnut,425.0,663.0,1.56
West Bengal,jalpaiguri,1999,summer,moong(green gram),93.0,10.0,0.10752688172043011
West Bengal,jalpaiguri,1999,summer,rice,6614.0,16000.0,2.419110976716057
West Bengal,jalpaiguri,1999,summer,sesamum,1239.0,580.0,0.46811945117029863
West Bengal,jalpaiguri,1999,whole year,arecanut,2095.0,2284.0,1.090214797136038
West Bengal,jalpaiguri,1999,whole year,coconut,1140.0,14820.0,13.0
West Bengal,jalpaiguri,1999,whole year,sugarcane,258.0,20003.0,77.53100775193798
West Bengal,jalpaiguri,1999,whole year,tobacco,1640.0,1639.0,0.999390243902439
West Bengal,jalpaiguri,1999,whole year,turmeric,2000.0,2720.0,1.36
West Bengal,jalpaiguri,1999,winter,potato,14490.0,329191.0,22.718495514147687
West Bengal,jalpaiguri,1999,winter,rice,188551.0,261620.0,1.3875291035316706
West Bengal,jalpaiguri,1999,winter,sesamum,25.0,12.0,0.48
West Bengal,jalpaiguri,2000,autumn,rice,63272.0,100740.0,1.5921734732583133
West Bengal,jalpaiguri,2000,kharif,arhar/tur,74.0,50.0,0.6756756756756757
West Bengal,jalpaiguri,2000,kharif,dry ginger,1430.0,2402.0,1.6797202797202797
West Bengal,jalpaiguri,2000,kharif,jute,44330.0,401470.0,9.056395217685541
West Bengal,jalpaiguri,2000,kharif,maize,1622.0,5020.0,3.094944512946979
West Bengal,jalpaiguri,2000,kharif,mesta,465.0,3420.0,7.354838709677419
West Bengal,jalpaiguri,2000,kharif,niger seed,1785.0,1116.0,0.6252100840336134
West Bengal,jalpaiguri,2000,kharif,ragi,530.0,596.0,1.1245283018867924
West Bengal,jalpaiguri,2000,kharif,urad,2196.0,940.0,0.42805100182149364
West Bengal,jalpaiguri,2000,rabi,horse-gram,30.0,15.0,0.5
West Bengal,jalpaiguri,2000,rabi,khesari,1346.0,1540.0,1.1441307578008915
West Bengal,jalpaiguri,2000,rabi,linseed,995.0,530.0,0.5326633165829145
West Bengal,jalpaiguri,2000,rabi,masoor,1079.0,680.0,0.6302131603336423
West Bengal,jalpaiguri,2000,rabi,peas & beans (pulses),35.0,30.0,0.8571428571428571
West Bengal,jalpaiguri,2000,rabi,rapeseed &mustard,8251.0,4720.0,0.572051872500303
West Bengal,jalpaiguri,2000,rabi,small millets,395.0,293.0,0.7417721518987341
West Bengal,jalpaiguri,2000,rabi,urad,1740.0,1148.0,0.6597701149425287
West Bengal,jalpaiguri,2000,rabi,wheat,26590.0,47030.0,1.7687100413689356
West Bengal,jalpaiguri,2000,summer,groundnut,10.0,16.0,1.6
West Bengal,jalpaiguri,2000,summer,moong(green gram),98.0,28.0,0.2857142857142857
West Bengal,jalpaiguri,2000,summer,rice,6719.0,14187.0,2.1114749218633726
West Bengal,jalpaiguri,2000,whole year,arecanut,2080.0,2257.0,1.0850961538461539
West Bengal,jalpaiguri,2000,whole year,coconut,1145.0,13762.9,12.02
West Bengal,jalpaiguri,2000,whole year,dry chillies,5035.0,4636.0,0.9207547169811321
West Bengal,jalpaiguri,2000,whole year,potato,14278.0,308946.0,21.637904468412945
West Bengal,jalpaiguri,2000,whole year,sesamum,1296.0,1203.0,0.9282407407407407
West Bengal,jalpaiguri,2000,whole year,tobacco,628.0,624.0,0.9936305732484076
West Bengal,jalpaiguri,2000,whole year,turmeric,1930.0,2669.0,1.382901554404145
West Bengal,jalpaiguri,2000,winter,rice,190854.0,269210.0,1.4105546648223248
West Bengal,jalpaiguri,2001,autumn,rice,58753.0,87055.0,1.4817115721750378
West Bengal,jalpaiguri,2001,kharif,arhar/tur,15.0,12.0,0.8
West Bengal,jalpaiguri,2001,kharif,dry ginger,1435.0,2411.0,1.6801393728222997
West Bengal,jalpaiguri,2001,kharif,jute,46314.0,510260.0,11.017402945113789
West Bengal,jalpaiguri,2001,kharif,maize,1613.0,2195.0,1.360818350898946
West Bengal,jalpaiguri,2001,kharif,mesta,417.0,3652.0,8.75779376498801
West Bengal,jalpaiguri,2001,kharif,niger seed,1820.0,914.0,0.5021978021978022
West Bengal,jalpaiguri,2001,kharif,ragi,505.0,562.0,1.112871287128713
West Bengal,jalpaiguri,2001,kharif,small millets,345.0,204.0,0.591304347826087
West Bengal,jalpaiguri,2001,kharif,urad,1684.0,725.0,0.4305225653206651
West Bengal,jalpaiguri,2001,rabi,barley,23.0,24.0,1.0434782608695652
West Bengal,jalpaiguri,2001,rabi,groundnut,182.0,262.0,1.4395604395604396
West Bengal,jalpaiguri,2001,rabi,horse-gram,95.0,50.0,0.5263157894736842
West Bengal,jalpaiguri,2001,rabi,khesari,447.0,424.0,0.9485458612975392
West Bengal,jalpaiguri,2001,rabi,linseed,1089.0,365.0,0.3351698806244261
West Bengal,jalpaiguri,2001,rabi,masoor,1184.0,586.0,0.49493243243243246
West Bengal,jalpaiguri,2001,rabi,peas & beans (pulses),48.0,30.0,0.625
West Bengal,jalpaiguri,2001,rabi,rapeseed &mustard,7161.0,3944.0,0.5507610668900992
West Bengal,jalpaiguri,2001,rabi,urad,200.0,105.0,0.525
West Bengal,jalpaiguri,2001,rabi,wheat,26652.0,47069.0,1.7660588323577968
West Bengal,jalpaiguri,2001,summer,groundnut,163.0,228.0,1.3987730061349692
West Bengal,jalpaiguri,2001,summer,moong(green gram),112.0,31.0,0.2767857142857143
West Bengal,jalpaiguri,2001,summer,rice,21231.0,48890.0,2.302764825020018
West Bengal,jalpaiguri,2001,whole year,arecanut,2090.0,2268.0,1.0851674641148326
West Bengal,jalpaiguri,2001,whole year,coconut,1148.0,13854.1,12.068031358885017
West Bengal,jalpaiguri,2001,whole year,dry chillies,5120.0,4780.0,0.93359375
West Bengal,jalpaiguri,2001,whole year,potato,14289.0,314924.0,22.039610889495417
West Bengal,jalpaiguri,2001,whole year,sesamum,986.0,616.0,0.6247464503042597
West Bengal,jalpaiguri,2001,whole year,sugarcane,36.0,3018.0,83.83333333333333
West Bengal,jalpaiguri,2001,whole year,tobacco,578.0,574.0,0.9930795847750865
West Bengal,jalpaiguri,2001,whole year,turmeric,1955.0,2708.0,1.385166240409207
West Bengal,jalpaiguri,2001,winter,rice,176149.0,274047.0,1.5557681281188085
West Bengal,jalpaiguri,2002,autumn,dry chillies,1770.0,3069.0,1.7338983050847459
West Bengal,jalpaiguri,2002,autumn,rice,65853.0,95520.0,1.450503393922828
West Bengal,jalpaiguri,2002,kharif,arhar/tur,11.0,10.0,0.9090909090909091
West Bengal,jalpaiguri,2002,kharif,dry ginger,985.0,1773.0,1.8
West Bengal,jalpaiguri,2002,kharif,jute,42750.0,483759.0,11.316
West Bengal,jalpaiguri,2002,kharif,khesari,584.0,507.0,0.8681506849315068
West Bengal,jalpaiguri,2002,kharif,maize,1925.0,3112.0,1.6166233766233766
West Bengal,jalpaiguri,2002,kharif,mesta,378.0,3281.0,8.67989417989418
West Bengal,jalpaiguri,2002,kharif,moong(green gram),10.0,4.0,0.4
West Bengal,jalpaiguri,2002,kharif,niger seed,1805.0,1040.0,0.5761772853185596
West Bengal,jalpaiguri,2002,kharif,ragi,590.0,566.0,0.9593220338983051
West Bengal,jalpaiguri,2002,kharif,small millets,285.0,264.0,0.9263157894736842
West Bengal,jalpaiguri,2002,kharif,urad,1620.0,750.0,0.46296296296296297
West Bengal,jalpaiguri,2002,rabi,dry chillies,3775.0,3322.0,0.88
West Bengal,jalpaiguri,2002,rabi,groundnut,105.0,151.0,1.438095238095238
West Bengal,jalpaiguri,2002,rabi,horse-gram,64.0,31.0,0.484375
West Bengal,jalpaiguri,2002,rabi,khesari,584.0,507.0,0.8681506849315068
West Bengal,jalpaiguri,2002,rabi,linseed,1035.0,418.0,0.4038647342995169
West Bengal,jalpaiguri,2002,rabi,masoor,1505.0,801.0,0.5322259136212625
West Bengal,jalpaiguri,2002,rabi,moong(green gram),10.0,6.0,0.6
West Bengal,jalpaiguri,2002,rabi,peas & beans (pulses),86.0,68.0,0.7906976744186046
West Bengal,jalpaiguri,2002,rabi,rapeseed &mustard,6110.0,3090.0,0.5057283142389526
West Bengal,jalpaiguri,2002,rabi,small millets,315.0,164.0,0.5206349206349207
West Bengal,jalpaiguri,2002,rabi,urad,930.0,60.0,0.06451612903225806
West Bengal,jalpaiguri,2002,rabi,wheat,19612.0,38961.0,1.986589842953294
West Bengal,jalpaiguri,2002,summer,groundnut,163.0,222.0,1.361963190184049
West Bengal,jalpaiguri,2002,summer,moong(green gram),138.0,54.0,0.391304347826087
West Bengal,jalpaiguri,2002,summer,rice,20946.0,38388.0,1.8327126897737038
West Bengal,jalpaiguri,2002,summer,sesamum,1185.0,935.0,0.7890295358649789
West Bengal,jalpaiguri,2002,whole year,arecanut,2800.0,3080.0,1.1
West Bengal,jalpaiguri,2002,whole year,coconut,790.0,10483.3,13.27
West Bengal,jalpaiguri,2002,whole year,sugarcane,33.0,2170.0,65.75757575757575
West Bengal,jalpaiguri,2002,whole year,tobacco,494.0,405.0,0.819838056680162
West Bengal,jalpaiguri,2002,whole year,turmeric,1525.0,1865.0,1.222950819672131
West Bengal,jalpaiguri,2002,winter,potato,24594.0,483185.0,19.646458485809546
West Bengal,jalpaiguri,2002,winter,rice,188385.0,298543.0,1.584749316559174
West Bengal,jalpaiguri,2002,winter,sesamum,80.0,48.0,0.6
West Bengal,jalpaiguri,2003,autumn,rice,44546.0,68414.0,1.5358056840120324
West Bengal,jalpaiguri,2003,kharif,arhar/tur,30.0,32.0,1.0666666666666667
West Bengal,jalpaiguri,2003,kharif,dry ginger,1220.0,2300.0,1.8852459016393444
West Bengal,jalpaiguri,2003,kharif,jute,39433.0,394714.0,10.009738036669795
West Bengal,jalpaiguri,2003,kharif,maize,10007.0,18171.0,1.8158289197561708
West Bengal,jalpaiguri,2003,kharif,mesta,325.0,3221.0,9.910769230769231
West Bengal,jalpaiguri,2003,kharif,moong(green gram),44.0,30.0,0.6818181818181818
West Bengal,jalpaiguri,2003,kharif,niger seed,1735.0,1024.0,0.5902017291066283
West Bengal,jalpaiguri,2003,kharif,ragi,460.0,420.0,0.9130434782608695
West Bengal,jalpaiguri,2003,kharif,small millets,107.0,77.0,0.719626168224299
West Bengal,jalpaiguri,2003,kharif,sunflower,98.0,48.0,0.4897959183673469
West Bengal,jalpaiguri,2003,kharif,urad,1549.0,703.0,0.4538411878631375
West Bengal,jalpaiguri,2003,rabi,barley,8.0,10.0,1.25
West Bengal,jalpaiguri,2003,rabi,gram,97.0,87.0,0.8969072164948454
West Bengal,jalpaiguri,2003,rabi,groundnut,330.0,485.0,1.4696969696969697
West Bengal,jalpaiguri,2003,rabi,horse-gram,82.0,33.0,0.4024390243902439
West Bengal,jalpaiguri,2003,rabi,khesari,662.0,465.0,0.702416918429003
West Bengal,jalpaiguri,2003,rabi,linseed,1196.0,379.0,0.3168896321070234
West Bengal,jalpaiguri,2003,rabi,masoor,1629.0,742.0,0.4554941682013505
West Bengal,jalpaiguri,2003,rabi,moong(green gram),60.0,36.0,0.6
West Bengal,jalpaiguri,2003,rabi,peas & beans (pulses),195.0,223.0,1.1435897435897435
West Bengal,jalpaiguri,2003,rabi,rapeseed &mustard,8367.0,4914.0,0.5873072785944783
West Bengal,jalpaiguri,2003,rabi,small millets,315.0,164.0,0.5206349206349207
West Bengal,jalpaiguri,2003,rabi,urad,728.0,498.0,0.6840659340659341
West Bengal,jalpaiguri,2003,rabi,wheat,21049.0,36439.0,1.7311511235688157
West Bengal,jalpaiguri,2003,summer,groundnut,315.0,550.0,1.746031746031746
West Bengal,jalpaiguri,2003,summer,moong(green gram),205.0,107.0,0.5219512195121951
West Bengal,jalpaiguri,2003,summer,rice,15096.0,28882.0,1.9132220455749867
West Bengal,jalpaiguri,2003,whole year,arecanut,2707.0,3045.0,1.124861470262283
West Bengal,jalpaiguri,2003,whole year,coconut,790.0,10475.4,13.26
West Bengal,jalpaiguri,2003,whole year,dry chillies,5317.0,5319.0,1.000376151965394
West Bengal,jalpaiguri,2003,whole year,potato,20928.0,459292.0,21.946292048929664
West Bengal,jalpaiguri,2003,whole year,sesamum,1421.0,934.0,0.657283603096411
West Bengal,jalpaiguri,2003,whole year,sugarcane,115.0,8532.0,74.19130434782609
West Bengal,jalpaiguri,2003,whole year,tobacco,511.0,347.0,0.6790606653620352
West Bengal,jalpaiguri,2003,whole year,turmeric,1420.0,2425.0,1.7077464788732395
West Bengal,jalpaiguri,2003,winter,rice,180586.0,300284.0,1.6628310057258038
West Bengal,jalpaiguri,2004,autumn,rice,47254.0,56433.0,1.1942481059804462
West Bengal,jalpaiguri,2004,kharif,dry ginger,1323.0,2712.0,2.049886621315193
West Bengal,jalpaiguri,2004,kharif,jute,39860.0,397161.0,9.963898645258405
West Bengal,jalpaiguri,2004,kharif,maize,10929.0,20609.0,1.88571689999085
West Bengal,jalpaiguri,2004,kharif,mesta,320.0,2640.0,8.25
West Bengal,jalpaiguri,2004,kharif,moong(green gram),50.0,23.0,0.46
West Bengal,jalpaiguri,2004,kharif,niger seed,1721.0,1043.0,0.6060429982568274
West Bengal,jalpaiguri,2004,kharif,ragi,261.0,229.0,0.8773946360153256
West Bengal,jalpaiguri,2004,kharif,small millets,55.0,37.0,0.6727272727272727
West Bengal,jalpaiguri,2004,kharif,sunflower,113.0,103.0,0.911504424778761
West Bengal,jalpaiguri,2004,kharif,urad,1389.0,655.0,0.4715622750179986
West Bengal,jalpaiguri,2004,rabi,arhar/tur,16.0,10.0,0.625
West Bengal,jalpaiguri,2004,rabi,barley,10.0,19.0,1.9
West Bengal,jalpaiguri,2004,rabi,gram,84.0,108.0,1.2857142857142858
West Bengal,jalpaiguri,2004,rabi,horse-gram,82.0,33.0,0.4024390243902439
West Bengal,jalpaiguri,2004,rabi,khesari,628.0,412.0,0.6560509554140127
West Bengal,jalpaiguri,2004,rabi,masoor,1602.0,597.0,0.37265917602996257
West Bengal,jalpaiguri,2004,rabi,moong(green gram),60.0,36.0,0.6
West Bengal,jalpaiguri,2004,rabi,peas & beans (pulses),255.0,163.0,0.6392156862745098
West Bengal,jalpaiguri,2004,rabi,rapeseed &mustard,8789.0,5147.0,0.5856183866196382
West Bengal,jalpaiguri,2004,rabi,urad,728.0,498.0,0.6840659340659341
West Bengal,jalpaiguri,2004,rabi,wheat,20121.0,42506.0,2.112519258486159
West Bengal,jalpaiguri,2004,summer,moong(green gram),170.0,68.0,0.4
West Bengal,jalpaiguri,2004,summer,rice,19828.0,34114.0,1.7204962679039741
West Bengal,jalpaiguri,2004,whole year,coconut,785.0,10943.7,13.941019108280257
West Bengal,jalpaiguri,2004,whole year,dry chillies,5442.0,5893.0,1.0828739434031607
West Bengal,jalpaiguri,2004,whole year,groundnut,893.0,1460.0,1.6349384098544233
West Bengal,jalpaiguri,2004,whole year,potato,24786.0,577173.0,23.286250302590172
West Bengal,jalpaiguri,2004,whole year,sesamum,1366.0,886.0,0.6486090775988287
West Bengal,jalpaiguri,2004,whole year,sugarcane,106.0,7201.0,67.93396226415095
West Bengal,jalpaiguri,2004,whole year,tobacco,476.0,307.0,0.6449579831932774
West Bengal,jalpaiguri,2004,whole year,turmeric,1345.0,2421.0,1.8
West Bengal,jalpaiguri,2004,winter,rice,182997.0,275572.0,1.5058826100974332
West Bengal,jalpaiguri,2005,autumn,rice,46121.0,67457.0,1.462609223564103
West Bengal,jalpaiguri,2005,kharif,dry ginger,1307.0,2997.0,2.293037490436113
West Bengal,jalpaiguri,2005,kharif,jute,40146.0,505057.0,12.580506152543217
West Bengal,jalpaiguri,2005,kharif,maize,12076.0,22489.0,1.8622888373633653
West Bengal,jalpaiguri,2005,kharif,mesta,237.0,2199.0,9.278481012658228
West Bengal,jalpaiguri,2005,kharif,moong(green gram),50.0,23.0,0.46
West Bengal,jalpaiguri,2005,kharif,niger seed,1647.0,988.0,0.5998785670916819
West Bengal,jalpaiguri,2005,kharif,ragi,270.0,240.0,0.8888888888888888
West Bengal,jalpaiguri,2005,kharif,small millets,45.0,31.0,0.6888888888888889
West Bengal,jalpaiguri,2005,kharif,sunflower,113.0,103.0,0.911504424778761
West Bengal,jalpaiguri,2005,kharif,urad,878.0,299.0,0.34054669703872437
West Bengal,jalpaiguri,2005,rabi,arhar/tur,14.0,12.0,0.8571428571428571
West Bengal,jalpaiguri,2005,rabi,gram,64.0,48.0,0.75
West Bengal,jalpaiguri,2005,rabi,horse-gram,58.0,30.0,0.5172413793103449
